Brand,Out Date,Operating System,Weight,Series,Smartphone,Operating interface,RAM Capacity,CPU speed,CPU generation,Screen Size,Number of cores,Screen Resolution,pixels,FPS,Screen Type,Water resistance,Colors,GPU,Front camera,Camera,Fingerprint reader,WiFi,Min price,Max price,NFC,Bluetooth,Battery capacity,Page number
Google,2020.0,Android,143.0,Pixel 4A,1,מסך מגע,6.0,4000.0,5.0,6.2,8.0,2527200.0,443.0,,OLED,0,שחור,,8.0,28.2,1,1,2000.0,2000.0,1.0,5.0,3140.0,zap_20
Motorola,2021.0,Android,212.0,Moto G60S,1,מסך מגע,6.0,4050.0,4.0,6.8,8.0,2656800.0,395.0,120.0,IPS LCD,0,"כחול, ירוק",microSDXC,16.0,79.0,1,1,1589.0,1589.0,1.0,5.0,5000.0,zap_20
Realme,,,195.0,,0,,6.0,,4.0,6.6,,2604960.0,400.0,120.0,IPS LCD,0,"שחור, כחול, ירוק",,16.0,74.0,0,1,1199.0,1199.0,1.0,5.1,5000.0,zap_20
OnePlus,2019.0,Android,206.0,,1,מסך מגע,8.0,8160.0,4.0,6.67,8.0,4492800.0,516.0,90.0,Fluid AMOLED,0,כחול,,16.0,72.0,1,1,1999.0,1999.0,1.0,5.0,4085.0,zap_20
OnePlus,,,,,0,,,,,,,,,,,0,,,,,0,0,1279.0,1279.0,0.0,,,zap_20
Google,2020.0,Android,143.0,Pixel 4A,1,מסך מגע,6.0,4000.0,5.0,6.2,8.0,2527200.0,443.0,,OLED,0,שחור,,8.0,28.2,1,1,2000.0,2000.0,1.0,5.0,3140.0,zap_20
Blackview,2022.0,Android,310.0,BV9200,1,מסך מגע,8.0,4050.0,4.0,6.6,8.0,2600640.0,400.0,120.0,IPS LCD,1,"שחור, כתום, ירוק",microSDXC,16.0,58.3,1,1,1725.0,1725.0,1.0,5.2,5000.0,zap_20
Samsung,2020.0,Android,190.0,Galaxy S20,1,מסך מגע,6.0,7230.0,4.0,6.5,8.0,2592000.0,407.0,,Super AMOLED,1,"לבן, כחול, אדום, כתום, תכלת",Micro SD/T-Flash,32.0,32.0,1,1,1449.0,1449.0,1.0,5.0,4500.0,zap_20
Motorola,2021.0,Android,212.0,Moto G60S,1,מסך מגע,6.0,4050.0,4.0,6.8,8.0,2656800.0,395.0,120.0,IPS LCD,0,"כחול, ירוק",microSDXC,16.0,79.0,1,1,1589.0,1589.0,1.0,5.0,5000.0,zap_20
Blackview,2022.0,Android,288.0,BV7200,1,מסך מגע,6.0,3800.0,4.0,6.1,8.0,1123200.0,282.0,,IPS LCD,1,"שחור, כתום, ירוק",microSDXC,8.0,58.0,1,1,1341.0,1341.0,1.0,5.0,5180.0,zap_20
Apple,2020.0,iOS,148.0,iPhone SE 2020,1,מסך מגע,3.0,4450.0,4.0,4.7,6.0,1000500.0,326.0,,Retina IPS LCD,1,"שחור, לבן, אדום",,7.0,12.0,1,1,1599.0,1599.0,1.0,5.0,1821.0,zap_20
Nubia,2022.0,Android,228.0,8 Pro,1,מסך מגע,16.0,10800.0,5.0,6.8,8.0,2767680.0,400.0,120.0,AMOLED,0,שחור,,16.0,60.0,1,1,3699.0,3699.0,1.0,5.3,6000.0,zap_20
OPPO,2020.0,Android,173.0,Reno5,1,מסך מגע,8.0,6400.0,,6.43,8.0,2592000.0,409.0,90.0,AMOLED,0,"שחור, כחול, כסוף",,16.0,60.0,1,1,1499.0,1499.0,1.0,5.1,4310.0,zap_20
OPPO,2022.0,Android,196.0,Find X5,1,מסך מגע,,,4.0,6.55,,2592000.0,402.0,120.0,AMOLED,0,"שחור, לבן, סגול",,32.0,113.0,1,1,2499.0,2499.0,1.0,5.2,4800.0,zap_20
Xiaomi,2020.0,Android,216.0,Mi 10T,1,מסך מגע,6.0,7060.0,5.0,6.67,8.0,2592000.0,395.0,,,0,"שחור, אפור",,20.0,82.0,1,1,1590.0,1590.0,1.0,5.1,5000.0,zap_20
Motorola,2021.0,Android,178.0,Moto G41,1,מסך מגע,6.0,3800.0,4.0,6.4,8.0,2592000.0,411.0,,AMOLED,0,"שחור, זהב",microSDXC,13.0,58.0,1,1,1399.0,1399.0,1.0,5.0,5000.0,zap_20
Xiaomi,2020.0,Android,218.0,Mi 10T Pro,1,מסך מגע,8.0,7060.0,5.0,6.67,8.0,2592000.0,395.0,,,0,"שחור, כחול, כסוף",,20.0,126.0,1,1,1649.0,1649.0,1.0,5.1,5000.0,zap_20
Nubia,2022.0,Android,235.0,Red Magic 7 Pro,1,מסך מגע,16.0,7300.0,4.0,6.8,8.0,2592000.0,387.0,120.0,AMOLED,0,"סופר נובה, אובסידיאן, פולסר",,16.0,74.0,1,1,2699.0,2699.0,1.0,5.2,5000.0,zap_20
Blackview,2022.0,Android,310.0,BV9200,1,מסך מגע,8.0,4050.0,4.0,6.6,8.0,2600640.0,400.0,120.0,IPS LCD,1,"שחור, כתום, ירוק",microSDXC,16.0,58.3,1,1,1725.0,1725.0,1.0,5.2,5000.0,zap_20
Blackview,2022.0,Android,367.0,BL8800,1,מסך מגע,8.0,4200.0,5.0,6.58,8.0,2600640.0,401.0,,IPS LCD,1,"שחור, כתום, ירוק",,16.0,80.0,1,1,1699.0,1699.0,1.0,5.1,8380.0,zap_20
OPPO,2020.0,Android,173.0,Reno5,1,מסך מגע,8.0,6400.0,,6.43,8.0,2592000.0,409.0,90.0,AMOLED,0,"שחור, כחול, כסוף",,16.0,60.0,1,1,1499.0,1499.0,1.0,5.1,4310.0,zap_20
Huawei,2019.0,Android,,P30,1,מסך מגע,6.0,6320.0,4.0,6.1,8.0,2527200.0,422.0,,AMOLED,1,"שחור, כחול, ורוד, זהב",,24.0,68.0,1,1,1990.0,1990.0,1.0,5.0,,zap_20
Nubia,2022.0,Android,228.0,8 Pro,1,מסך מגע,16.0,10800.0,5.0,6.8,8.0,2767680.0,400.0,120.0,AMOLED,0,שחור,,16.0,60.0,1,1,3699.0,3699.0,1.0,5.3,6000.0,zap_20
Apple,2021.0,iOS,141.0,iPhone 13,1,מסך מגע,4.0,,5.0,5.4,6.0,2527200.0,476.0,,Super Retina,1,"שחור, כחול, אדום, ורוד",,12.0,24.0,0,1,3299.0,3299.0,1.0,5.0,,zap_21
Samsung,2020.0,Android,208.0,,1,מסך מגע,8.0,7230.0,4.0,6.9,8.0,,496.0,120.0,Foldable Dynamic AMOLED 2X,1,"שחור, לבן, ברונזה",microSDXC,10.0,132.0,1,1,3399.0,3399.0,1.0,5.0,4500.0,zap_21
Honor,2021.0,Android,175.0,Honor 50,1,מסך מגע,6.0,4200.0,4.0,6.57,8.0,2527200.0,392.0,120.0,OLED,0,"שחור, אדום, ירוק",,32.0,120.0,1,1,1999.0,1999.0,1.0,5.2,4300.0,zap_21
OnePlus,2021.0,Android,192.0,OnePlus 9,0,מסך מגע,12.0,7060.0,5.0,6.55,8.0,2592000.0,402.0,120.0,Fluid AMOLED,0,"שחור, לבן, כחול",,16.0,,1,1,2399.0,2399.0,1.0,5.2,4500.0,zap_21
Realme,2021.0,Android,186.0,GT,1,מסך מגע,12.0,7060.0,4.0,6.43,8.0,2592000.0,409.0,120.0,Super AMOLED,0,"כחול, כסוף, שחור וזהב",,16.0,74.0,1,1,2099.0,2099.0,1.0,5.2,4500.0,zap_21
OnePlus,2021.0,Android,192.0,OnePlus 9,0,מסך מגע,8.0,7060.0,5.0,6.55,8.0,2592000.0,402.0,120.0,Fluid AMOLED,0,"שחור, לבן, כחול",,16.0,,1,1,2199.0,2199.0,1.0,5.2,4500.0,zap_21
Huawei,2021.0,,181.0,P50,1,מסך מגע,8.0,7060.0,4.0,6.5,8.0,3304800.0,458.0,90.0,OLED,1,"שחור, לבן, זהב",NM Card,13.0,75.0,1,1,3095.0,3095.0,1.0,5.2,4100.0,zap_21
OnePlus,2021.0,Android,192.0,OnePlus 9,0,מסך מגע,8.0,7060.0,5.0,6.55,8.0,2592000.0,402.0,120.0,Fluid AMOLED,0,"שחור, לבן, כחול",,16.0,,1,1,2199.0,2199.0,1.0,5.2,4500.0,zap_21
Xiaomi,2022.0,Android,218.0,Black Shark 5,1,מסך מגע,8.0,7420.0,4.0,6.67,8.0,2592000.0,395.0,144.0,AMOLED,0,"שחור, לבן, אפור",,16.0,79.0,1,1,2765.0,2765.0,1.0,5.2,4650.0,zap_21
Honor,2021.0,Android,175.0,Honor 50,1,מסך מגע,6.0,4200.0,4.0,6.57,8.0,2527200.0,392.0,120.0,OLED,0,"שחור, אדום, ירוק",,32.0,120.0,1,1,1999.0,1999.0,1.0,5.2,4300.0,zap_21
Huawei,2019.0,Android,192.0,P30,1,מסך מגע,8.0,6320.0,4.0,6.47,8.0,2527200.0,398.0,,OLED,1,,NM Card,32.0,68.0,1,1,1999.0,1999.0,1.0,5.0,4200.0,zap_21
Samsung,2022.0,Android,167.0,Galaxy S22,1,מסך מגע,8.0,7100.0,4.0,6.1,8.0,2527200.0,425.0,120.0,Dynamic AMOLED 2X,1,"שחור, לבן, סגול, ירוק, תכלת, ורוד זהב",,10.0,72.0,1,1,2699.0,2699.0,1.0,5.2,3700.0,zap_21
Xiaomi,2022.0,Android,220.0,Shark 5 Pro,1,מסך מגע,12.0,7100.0,4.0,6.67,8.0,2592000.0,395.0,144.0,OLED,0,"שחור, לבן",,16.0,126.0,1,1,3498.0,3498.0,1.0,5.2,4650.0,zap_21
Samsung,2022.0,Android,167.0,Galaxy S22,1,מסך מגע,8.0,7100.0,4.0,6.1,8.0,2527200.0,425.0,120.0,Dynamic AMOLED 2X,1,"שחור, לבן, סגול, ירוק, תכלת, ורוד זהב",,10.0,72.0,1,1,2699.0,2699.0,1.0,5.2,3700.0,zap_21
Apple,2018.0,iOS,177.0,iPhone XS,1,מסך מגע,4.0,,4.0,5.8,8.0,2740500.0,458.0,,Super AMOLED,1,"אפור, כסוף, זהב",,7.0,24.0,1,1,2600.0,2600.0,1.0,5.0,,zap_21
Apple,2021.0,iOS,141.0,iPhone 13,1,מסך מגע,4.0,,5.0,5.4,6.0,2527200.0,476.0,,Super Retina,1,"שחור, כחול, אדום, ורוד",,12.0,24.0,0,1,3299.0,3299.0,1.0,5.0,,zap_21
Huawei,2020.0,Android,175.0,P40,1,מסך מגע,8.0,7170.0,5.0,6.1,8.0,2527200.0,422.0,,OLED,1,"שחור, לבן, כחול, כסוף, זהב",NM Card,32.0,74.0,1,1,2999.0,2999.0,1.0,5.1,3800.0,zap_21
OnePlus,2021.0,Android,197.0,9 Pro,1,מסך מגע,8.0,7060.0,4.0,6.7,8.0,4631040.0,525.0,120.0,LTPO Fluid2 AMOLED,1,"שחור, ירוק",,16.0,108.0,1,1,3129.0,3129.0,1.0,5.2,4500.0,zap_21
Xiaomi,2021.0,Android,220.0,Black Shark 4 Pro,1,מסך מגע,12.0,7060.0,4.0,6.67,8.0,2592000.0,395.0,144.0,Super AMOLED,0,"שחור, אפור, כסוף, כחול כהה",,20.0,77.0,1,1,2699.0,2699.0,1.0,5.2,4500.0,zap_21
Asus,2022.0,Android,239.0,6D,1,מסך מגע,12.0,8350.0,4.0,6.78,8.0,2643840.0,395.0,165.0,AMOLED,1,אפור,,12.0,68.0,1,1,4399.0,4399.0,1.0,5.3,6000.0,zap_21
OnePlus,2021.0,Android,197.0,9 Pro,1,מסך מגע,8.0,7060.0,4.0,6.7,8.0,4631040.0,525.0,120.0,LTPO Fluid2 AMOLED,1,"שחור, ירוק",,16.0,108.0,1,1,3129.0,3129.0,1.0,5.2,4500.0,zap_21
Samsung,2020.0,Android,208.0,,1,מסך מגע,8.0,7230.0,4.0,6.9,8.0,,496.0,120.0,Foldable Dynamic AMOLED 2X,1,"שחור, לבן, ברונזה",microSDXC,10.0,132.0,1,1,3399.0,3399.0,1.0,5.0,4500.0,zap_21
Xiaomi,2021.0,Android,220.0,Black Shark 4 Pro,1,מסך מגע,8.0,7060.0,4.0,6.67,8.0,2592000.0,395.0,144.0,Super AMOLED,0,"שחור, אפור, כסוף, כחול כהה",,20.0,77.0,1,1,2499.0,2499.0,1.0,5.2,4500.0,zap_21
Asus,2022.0,Android,239.0,6D,1,מסך מגע,12.0,8350.0,4.0,6.78,8.0,2643840.0,395.0,165.0,AMOLED,1,אפור,,12.0,68.0,1,1,4399.0,4399.0,1.0,5.3,6000.0,zap_21
Motorola,2021.0,Android,207.0,Moto G100,1,מסך מגע,8.0,7420.0,4.0,6.7,8.0,2721600.0,409.0,90.0,IPS LCD,0,אפור,microSDXC,16.0,82.0,1,1,1999.0,1999.0,1.0,5.1,5000.0,zap_21
Xiaomi,2021.0,Android,220.0,Black Shark 4 Pro,1,מסך מגע,12.0,7060.0,4.0,6.67,8.0,2592000.0,395.0,144.0,Super AMOLED,0,"שחור, אפור, כסוף, כחול כהה",,20.0,77.0,1,1,2699.0,2699.0,1.0,5.2,4500.0,zap_21
Xiaomi,2022.0,Android,218.0,Black Shark 5,1,מסך מגע,8.0,7420.0,4.0,6.67,8.0,2592000.0,395.0,144.0,AMOLED,0,"שחור, לבן, אפור",,16.0,79.0,1,1,2765.0,2765.0,1.0,5.2,4650.0,zap_21
Xiaomi,2022.0,Android,218.0,Black Shark 5,1,מסך מגע,12.0,7420.0,4.0,6.67,8.0,2592000.0,395.0,144.0,AMOLED,0,"שחור, לבן, אפור",,16.0,79.0,1,1,3100.0,3100.0,1.0,5.2,4650.0,zap_21
Apple,2019.0,iOS,226.0,iPhone 11,1,מסך מגע,6.0,,4.0,6.5,,3338496.0,458.0,,Super Retina,1,"אפור, כסוף, ירוק, זהב",,12.0,36.0,0,1,3599.0,3599.0,1.0,5.0,3500.0,zap_21
OnePlus,2021.0,Android,192.0,OnePlus 9,0,מסך מגע,12.0,7060.0,5.0,6.55,8.0,2592000.0,402.0,120.0,Fluid AMOLED,0,"שחור, לבן, כחול",,16.0,,1,1,2399.0,2399.0,1.0,5.2,4500.0,zap_21
Huawei,2019.0,Android,192.0,P30,1,מסך מגע,8.0,6320.0,4.0,6.47,8.0,2527200.0,398.0,,OLED,1,,NM Card,32.0,68.0,1,1,1999.0,1999.0,1.0,5.0,4200.0,zap_21
Sony,2021.0,Android,168.0,Xperia 5 III,1,מסך מגע,8.0,7060.0,5.0,6.1,8.0,2721600.0,449.0,120.0,OLED,1,"שחור, ורוד, ירוק",microSDXC,8.0,36.0,1,1,3100.0,3100.0,1.0,5.2,4500.0,zap_21
Xiaomi,2022.0,Android,220.0,Shark 5 Pro,1,מסך מגע,12.0,7100.0,4.0,6.67,8.0,2592000.0,395.0,144.0,OLED,0,"שחור, לבן",,16.0,126.0,1,1,3498.0,3498.0,1.0,5.2,4650.0,zap_21
OnePlus,2019.0,Android,,,1,מסך מגע,8.0,7030.0,4.0,6.64,8.0,4492800.0,518.0,,Optic AMOLED,0,"כחול, אפור",,16.0,144.0,1,1,2249.0,2249.0,1.0,5.0,4000.0,zap_21
Realme,2021.0,Android,186.0,GT,1,מסך מגע,12.0,7060.0,4.0,6.43,8.0,2592000.0,409.0,120.0,Super AMOLED,0,"כחול, כסוף, שחור וזהב",,16.0,74.0,1,1,2099.0,2099.0,1.0,5.2,4500.0,zap_21
Huawei,2020.0,Android,175.0,P40,1,מסך מגע,8.0,7170.0,5.0,6.1,8.0,2527200.0,422.0,,OLED,1,"שחור, לבן, כחול, כסוף, זהב",NM Card,32.0,74.0,1,1,2999.0,2999.0,1.0,5.1,3800.0,zap_21
Xiaomi,2022.0,Android,218.0,Black Shark 5,1,מסך מגע,12.0,7420.0,4.0,6.67,8.0,2592000.0,395.0,144.0,AMOLED,0,"שחור, לבן, אפור",,16.0,79.0,1,1,3100.0,3100.0,1.0,5.2,4650.0,zap_21
Motorola,2021.0,Android,207.0,Moto G100,1,מסך מגע,8.0,7420.0,4.0,6.7,8.0,2721600.0,409.0,90.0,IPS LCD,0,אפור,microSDXC,16.0,82.0,1,1,1999.0,1999.0,1.0,5.1,5000.0,zap_21
Sony,2019.0,Android,164.0,Xperia 5,1,מסך מגע,6.0,7040.0,4.0,6.1,8.0,2721600.0,449.0,,OLED,1,"שחור, כחול, אפור, אדום",microSDXC,8.0,36.0,1,1,2999.0,2999.0,1.0,5.0,3140.0,zap_21
Xiaomi,2021.0,Android,210.0,Black Shark 4,1,מסך מגע,8.0,7420.0,4.0,6.67,8.0,2592000.0,395.0,144.0,Super AMOLED,0,"שחור, כחול, אפור, כסוף",,20.0,61.0,1,1,2099.0,2099.0,1.0,5.2,4500.0,zap_21
Apple,2019.0,iOS,226.0,iPhone 11,1,מסך מגע,6.0,,4.0,6.5,,3338496.0,458.0,,Super Retina,1,"אפור, כסוף, ירוק, זהב",,12.0,36.0,0,1,3599.0,3599.0,1.0,5.0,3500.0,zap_21
Xiaomi,2021.0,Android,210.0,Black Shark 4,1,מסך מגע,8.0,7420.0,4.0,6.67,8.0,2592000.0,395.0,144.0,Super AMOLED,0,"שחור, כחול, אפור, כסוף",,20.0,61.0,1,1,2099.0,2099.0,1.0,5.2,4500.0,zap_21
Xiaomi,2021.0,Android,220.0,Black Shark 4 Pro,1,מסך מגע,8.0,7060.0,4.0,6.67,8.0,2592000.0,395.0,144.0,Super AMOLED,0,"שחור, אפור, כסוף, כחול כהה",,20.0,77.0,1,1,2499.0,2499.0,1.0,5.2,4500.0,zap_21
OnePlus,2019.0,Android,,,1,מסך מגע,8.0,7030.0,4.0,6.64,8.0,4492800.0,518.0,,Optic AMOLED,0,"כחול, אפור",,16.0,144.0,1,1,2249.0,2249.0,1.0,5.0,4000.0,zap_21
Sony,2021.0,Android,168.0,Xperia 5 III,1,מסך מגע,8.0,7060.0,5.0,6.1,8.0,2721600.0,449.0,120.0,OLED,1,"שחור, ורוד, ירוק",microSDXC,8.0,36.0,1,1,3100.0,3100.0,1.0,5.2,4500.0,zap_21
Huawei,2021.0,,181.0,P50,1,מסך מגע,8.0,7060.0,4.0,6.5,8.0,3304800.0,458.0,90.0,OLED,1,"שחור, לבן, זהב",NM Card,13.0,75.0,1,1,3095.0,3095.0,1.0,5.2,4100.0,zap_21
Sony,2019.0,Android,164.0,Xperia 5,1,מסך מגע,6.0,7040.0,4.0,6.1,8.0,2721600.0,449.0,,OLED,1,"שחור, כחול, אפור, אדום",microSDXC,8.0,36.0,1,1,2999.0,2999.0,1.0,5.0,3140.0,zap_21
Apple,2018.0,iOS,177.0,iPhone XS,1,מסך מגע,4.0,,4.0,5.8,8.0,2740500.0,458.0,,Super AMOLED,1,"אפור, כסוף, זהב",,7.0,24.0,1,1,2600.0,2600.0,1.0,5.0,,zap_21
Asus,2022.0,Android,239.0,ROG Phone 6,1,מסך מגע,16.0,7740.0,4.0,6.78,8.0,2643840.0,395.0,165.0,AMOLED,1,אדום,,12.0,68.0,1,1,5599.0,5599.0,1.0,5.2,6000.0,zap_22
Samsung,2022.0,Android,263.0,Galaxy Z Fold4,1,מסך מגע,12.0,7740.0,4.0,7.6,8.0,3942912.0,373.0,120.0,Foldable Dynamic AMOLED 2X,1,"אפור ירוק, שחור",,4.0,72.0,1,1,6299.0,6299.0,1.0,5.2,4400.0,zap_22
Asus,2022.0,Android,239.0,ROG Phone 6,1,מסך מגע,12.0,7740.0,4.0,6.78,8.0,2427840.0,395.0,165.0,AMOLED,1,"לבן, שחור",,12.0,68.0,1,1,4499.0,4499.0,1.0,5.2,6000.0,zap_22
Asus,2022.0,Android,239.0,ROG Phone 6,1,מסך מגע,12.0,7740.0,4.0,6.78,8.0,2427840.0,395.0,165.0,AMOLED,1,"לבן, שחור",,12.0,68.0,1,1,4499.0,4499.0,1.0,5.2,6000.0,zap_22
Asus,2022.0,Android,239.0,6D,1,מסך מגע,12.0,8350.0,4.0,6.78,8.0,2643840.0,395.0,165.0,AMOLED,1,אפור,,12.0,68.0,1,1,4399.0,4399.0,1.0,5.3,6000.0,zap_22
Samsung,2022.0,Android,263.0,Galaxy Z Fold4,1,מסך מגע,12.0,7740.0,4.0,7.6,8.0,3942912.0,373.0,120.0,Foldable Dynamic AMOLED 2X,1,"אפור ירוק, שחור",,4.0,72.0,1,1,6299.0,6299.0,1.0,5.2,4400.0,zap_22
Asus,2022.0,Android,239.0,ROG Phone 6,1,מסך מגע,16.0,7740.0,4.0,6.78,8.0,2643840.0,395.0,165.0,AMOLED,1,אדום,,12.0,68.0,1,1,5599.0,5599.0,1.0,5.2,6000.0,zap_22
Asus,2022.0,Android,239.0,6D,1,מסך מגע,12.0,8350.0,4.0,6.78,8.0,2643840.0,395.0,165.0,AMOLED,1,אפור,,12.0,68.0,1,1,4399.0,4399.0,1.0,5.3,6000.0,zap_22
Samsung,,Android,181.0,,1,מסך מגע,8.0,,4.0,6.7,8.0,2592000.0,393.0,120.0,Super AMOLED Plus,1,,microSDXC,32.0,,1,1,1369.0,1825.0,1.0,5.0,5000.0,ret_1.0
Samsung,2020.0,Android,208.0,Galaxy Note 20,1,מסך מגע,12.0,7230.0,5.0,6.9,8.0,4446720.0,494.0,120.0,Dynamic AMOLED,1,,Micro SD/T-Flash,10.0,132.0,1,1,2459.0,3999.0,1.0,5.0,4500.0,ret_1.0
Samsung,,,,,0,,,,,,,,,,,0,,,,,0,0,3145.0,3958.0,0.0,,,ret_1.0
Samsung,2020.0,Android,190.0,Galaxy S20,1,מסך מגע,8.0,7230.0,5.0,6.5,8.0,2592000.0,407.0,,Super AMOLED,1,,Micro SD/T-Flash,32.0,32.0,1,1,1257.0,2338.0,1.0,5.0,4500.0,ret_1.0
Samsung,,Android,192.0,,1,מסך מגע,4.0,4100.0,4.0,6.5,8.0,1152000.0,270.0,,PLS LCD,0,,microSDXC,5.0,,0,1,433.0,600.0,0.0,5.0,5000.0,ret_1.0
Samsung,2020.0,Android,190.0,Galaxy S20,1,מסך מגע,8.0,7230.0,5.0,6.5,8.0,2592000.0,407.0,,Super AMOLED,1,,Micro SD/T-Flash,32.0,32.0,1,1,1257.0,2338.0,1.0,5.0,4500.0,ret_1.0
Xiaomi,,Android,205.0,,1,מסך מגע,12.0,,4.0,6.67,,,,120.0,AMOLED,1,,,20.0,,1,1,2490.0,2798.0,1.0,5.2,5000.0,ret_1.0
Samsung,,Android,195.0,,1,מסך מגע,4.0,4000.0,4.0,6.6,8.0,,400.0,,PLS LCD,0,,microSDXC,8.0,,1,1,564.0,730.0,1.0,5.0,5000.0,ret_1.0
Samsung,,Android,177.0,Galaxy S21,1,מסך מגע,8.0,7060.0,4.0,6.4,8.0,2592000.0,411.0,120.0,Dynamic AMOLED 2X,1,,,32.0,,1,1,1770.0,2507.0,1.0,1.0,4500.0,ret_1.0
Samsung,2020.0,Android,208.0,Galaxy Note 20,1,מסך מגע,12.0,7230.0,5.0,6.9,8.0,4446720.0,494.0,120.0,Dynamic AMOLED,1,,Micro SD/T-Flash,10.0,132.0,1,1,2459.0,3999.0,1.0,5.0,4500.0,ret_1.0
<<<<<<< HEAD,,,,,0,,,,,,,,,,,1,,,,,0,0,,,0.0,,,ret_nan
Samsung,2019.0,Android,196.0,Galaxy Note 10,1,מסך מגע,12.0,7030.0,4.0,6.8,8.0,4377600.0,498.0,,Dynamic AMOLED,1,,Micro SD/T-Flash,10.0,40.0,1,1,1549.0,4139.0,1.0,5.0,4300.0,ret_1.0
Xiaomi,2021.0,Android,196.0,Poco F3,1,מסך מגע,8.0,7310.0,5.0,6.67,8.0,2592000.0,395.0,120.0,AMOLED,0,,,20.0,61.0,1,1,1399.0,1599.0,1.0,5.1,4520.0,ret_1.0
Apple,2021.0,iOS,204.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.1,6.0,2962440.0,460.0,,Super Retina,1,,,12.0,36.0,0,1,3000.0,4889.0,1.0,5.0,,ret_1.0
=======,,,,,0,,,,,,,,,,,1,,,,,0,0,,,0.0,,,ret_nan
Xiaomi,2021.0,Android,196.0,Poco F3,1,מסך מגע,8.0,7310.0,5.0,6.67,8.0,2592000.0,395.0,120.0,AMOLED,0,,,20.0,61.0,1,1,1399.0,1599.0,1.0,5.1,4520.0,ret_1.0
Xiaomi,,Android,202.0,,1,מסך מגע,8.0,,4.0,6.67,,2592000.0,395.0,120.0,Super AMOLED,1,,microSDXC,16.0,,1,1,985.0,1348.0,1.0,5.1,5000.0,ret_1.0
Apple,2021.0,iOS,204.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.1,6.0,2962440.0,460.0,,Super Retina,1,,,12.0,36.0,0,1,3000.0,4889.0,1.0,5.0,,ret_1.0
Apple,,iOS,172.0,,1,מסך מגע,4.0,,4.0,6.1,,2962440.0,460.0,,,1,,,12.0,24.0,0,1,3690.0,4499.0,1.0,,,ret_1.0
>>>>>>> d1a876f508e30499ed78273363ea48cfb553006c,,,,,0,,,,,,,,,,,1,,,,,0,0,,,0.0,,,ret_nan
Google,,Android,178.0,,1,מסך מגע,6.0,,4.0,6.1,,2592000.0,,,OLED,1,,,8.0,,1,1,1266.0,1690.0,1.0,5.2,,ret_1.0
Apple,,iOS,240.0,,1,מסך מגע,6.0,,4.0,6.7,,,460.0,120.0,,1,,,12.0,,0,1,4587.0,5600.0,1.0,,,ret_1.0
Apple,2021.0,iOS,240.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.7,6.0,3566952.0,458.0,,Super Retina,1,,,12.0,36.0,0,1,4230.0,6019.0,1.0,5.0,,ret_1.0
Google,,Android,197.0,,1,מסך מגע,8.0,,4.0,6.3,,2592000.0,,90.0,AMOLED,1,,,,,1,1,2108.0,2999.0,1.0,5.2,,ret_1.0
Apple,2020.0,iOS,228.0,iPhone 12 Pro Max,1,מסך מגע,,,5.0,6.7,6.0,3566952.0,458.0,,Super Retina,1,,,12.0,36.0,0,1,2890.0,6499.0,1.0,5.0,,ret_1.0
Apple,2021.0,iOS,204.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.1,6.0,2962440.0,460.0,,Super Retina,1,,,12.0,36.0,0,1,3790.0,4508.0,1.0,5.0,,ret_1.0
Xiaomi,2020.0,Android,196.0,Mi 11,1,מסך מגע,8.0,7060.0,,6.81,8.0,4608000.0,515.0,120.0,AMOLED,0,,,20.0,126.0,1,1,2790.0,2790.0,1.0,5.2,4600.0,ret_1.0
Xiaomi,2021.0,Android,215.0,Poco X3,1,מסך מגע,8.0,7160.0,4.0,6.67,8.0,2592000.0,395.0,120.0,IPS,1,,microSDXC,20.0,60.0,1,1,1049.0,1349.0,1.0,5.0,5160.0,ret_1.0
<<<<<<< HEAD,,,,,0,,,,,,,,,,,1,,,,,0,0,,,0.0,,,ret_nan
Xiaomi,,Android,202.0,,1,מסך מגע,8.0,,4.0,6.67,,2592000.0,395.0,120.0,Super AMOLED,1,,microSDXC,16.0,,1,1,985.0,1348.0,1.0,5.1,5000.0,ret_1.0
Apple,2021.0,iOS,141.0,iPhone 13,1,מסך מגע,4.0,,5.0,5.4,6.0,2527200.0,476.0,,Super Retina,1,,,12.0,24.0,0,1,2370.0,3155.0,1.0,5.0,,ret_1.0
Apple,,iOS,172.0,,1,מסך מגע,4.0,,4.0,6.1,,2962440.0,460.0,,,1,,,12.0,24.0,0,1,3690.0,4499.0,1.0,,,ret_1.0
Apple,2021.0,iOS,240.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.7,6.0,3566952.0,458.0,,Super Retina,1,,,12.0,36.0,0,1,4230.0,6019.0,1.0,5.0,,ret_1.0
Apple,2020.0,iOS,164.0,iPhone 12,1,מסך מגע,,,5.0,6.1,8.0,2962440.0,460.0,,,1,,,12.0,24.0,0,1,1849.0,3699.0,1.0,5.0,,ret_1.0
Apple,2019.0,iOS,194.0,iPhone 11,1,מסך מגע,4.0,4450.0,4.0,6.1,6.0,1483776.0,326.0,,Super Retina,1,,,12.0,24.0,0,1,1649.0,2690.0,1.0,5.0,3110.0,ret_1.0
